session_id,student_id,duration_seconds,tab_switches,blur_events,fullscreen_exits,avg_blur_duration_ms,max_blur_duration_ms,total_idle_ms,typing_gaps_avg_sec,mouse_outside_count,copy_attempts,paste_attempts,devtools_attempts,screenshot_attempts,has_f12,has_alt_tab,has_win_d_p,has_prt_scr,has_f11_f5,has_escape,label
SES_02386,STU_6059,3600,0,0,0,0,0,87729,24.74,1,0,0,1,0,1,0,0,0,0,0,1
SES_02387,STU_1300,3600,0,1,0,215,891,8533,0.9,0,0,0,0,0,1,0,0,0,0,0,0
SES_02388,STU_9475,3600,1,1,0,1000,1000,141283,19.74,1,0,0,0,0,0,1,0,0,0,0,1
SES_02389,STU_2708,3600,1,4,2,11800,15846,74854,8.35,6,1,2,0,0,0,0,0,0,0,0,1
SES_02390,STU_9017,3600,0,1,0,280,1118,9224,3.46,0,0,0,0,0,0,0,0,0,0,0,0
SES_02391,STU_7249,3600,0,0,1,0,0,16715,7.08,0,0,0,0,0,0,0,0,0,0,1,1
SES_02392,STU_9201,3600,1,3,1,926,1901,7699,2.02,0,0,0,0,0,0,0,0,0,0,1,0
SES_02393,STU_4066,3600,2,1,1,979,1687,11923,2.15,0,0,0,0,0,0,0,0,0,0,1,0
SES_02394,STU_1152,3600,8,8,0,1699,2280,132137,11.97,1,1,0,0,2,0,0,0,0,0,0,1
SES_02395,STU_5404,3600,0,1,0,165,907,12447,2.12,0,0,0,0,0,0,0,0,0,0,0,0
SES_02396,STU_1377,3600,0,0,0,0,0,7178,1.54,0,0,0,0,0,0,0,0,0,0,0,0
SES_02397,STU_5669,3600,0,0,0,0,0,11053,1.07,1,0,0,0,0,0,0,0,0,0,0,0
SES_02398,STU_4506,3600,0,0,0,0,0,5973,1.54,0,0,0,0,0,0,0,0,0,0,0,0
SES_02399,STU_1849,3600,0,1,0,467,628,5801,2.4,0,0,0,0,0,0,0,0,0,0,0,0
SES_02400,STU_5188,3600,8,14,2,5239,11594,122114,11.09,6,3,3,0,2,0,0,0,0,0,0,1
SES_02401,STU_3774,3600,2,2,1,1240,2053,6168,3.21,1,0,0,0,0,0,0,0,0,0,0,0
SES_02402,STU_6444,3600,0,0,0,343,548,136330,23.29,12,0,0,0,0,0,0,0,0,0,0,1
SES_02403,STU_9771,3600,0,1,0,40,973,1173,3.09,1,0,0,0,0,0,0,0,0,0,0,0
SES_02404,STU_7426,3600,0,0,0,0,0,7714,2.83,0,0,0,0,0,0,0,0,0,0,0,0
SES_02405,STU_2175,3600,0,0,0,0,0,12667,1.15,1,0,0,0,0,0,0,0,0,0,0,0
SES_02406,STU_4116,3600,0,1,0,500,1177,14388,3.2,1,0,0,0,0,0,0,0,0,0,0,0
SES_02407,STU_8323,3600,0,0,0,0,0,7298,1.32,1,0,0,0,0,0,0,0,0,0,0,0
SES_02408,STU_8965,3600,0,0,0,0,0,11819,0.95,0,0,0,0,0,0,0,0,0,0,0,0
SES_02409,STU_5565,3600,0,0,0,0,0,44040,5.45,0,0,0,0,0,0,0,0,0,1,0,1
SES_02410,STU_1295,3600,0,0,0,0,0,2048,2.63,1,0,0,0,0,0,0,0,0,1,0,0
SES_02411,STU_1680,3600,0,1,0,116,392,4065,0.41,0,0,0,0,0,0,0,0,0,1,0,0
SES_02412,STU_4006,3600,2,3,1,581,924,11181,3.18,1,0,0,0,0,0,0,0,0,1,0,0
SES_02413,STU_4990,3600,0,0,0,0,0,10219,2.13,0,0,0,0,0,0,0,0,0,1,0,0
SES_02414,STU_4000,3600,0,0,0,0,0,2128,2.2,0,0,0,0,0,0,0,0,0,1,0,0
SES_02415,STU_8187,3600,0,1,0,500,500,78646,6.93,1,0,0,0,0,0,0,1,0,0,0,1
SES_02416,STU_2985,3600,0,1,0,420,1090,5932,1.64,1,0,0,0,0,0,0,1,0,0,0,0
SES_02417,STU_8848,3600,2,2,0,4024,10857,31693,13.66,1,5,3,1,2,0,0,0,0,0,0,1
SES_02418,STU_8380,3600,9,9,3,3896,5267,27507,21.19,5,1,2,0,0,0,0,0,0,0,0,1
SES_02419,STU_9079,3600,0,1,0,192,481,10359,1.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_02420,STU_7909,3600,0,0,0,0,0,7034,2.89,0,0,0,0,0,0,0,0,0,0,0,0
SES_02421,STU_2394,3600,0,0,0,0,0,4068,2.96,0,0,0,0,0,0,0,0,0,0,0,0
SES_02422,STU_4970,3600,0,1,0,565,2492,39403,5.54,2,0,0,0,9,0,0,0,1,0,0,1
SES_02423,STU_5497,3600,0,1,0,409,750,13815,1.27,0,0,0,0,0,0,0,0,1,0,0,0
SES_02424,STU_4563,3600,1,5,0,23265,38247,68204,5.25,2,0,0,1,0,0,0,0,0,0,0,1
SES_02425,STU_3782,3600,0,1,0,184,949,11309,1.61,0,0,0,0,0,0,0,0,0,0,0,0
SES_02426,STU_4208,3600,0,1,0,235,1024,2639,2.64,1,0,0,0,0,0,0,0,0,0,0,0
SES_02427,STU_9603,3600,0,1,0,483,1070,8618,2.75,0,0,0,0,0,0,0,0,0,0,0,0
SES_02428,STU_3239,3600,0,1,0,314,987,8969,1.05,1,0,0,0,0,0,0,0,0,0,0,0
SES_02429,STU_7358,3600,0,0,0,0,0,14194,0.85,0,0,0,0,0,0,0,0,0,0,0,0
SES_02430,STU_3772,3600,0,0,0,0,0,14112,2.08,1,0,0,0,0,0,0,0,0,0,0,0
SES_02431,STU_2034,3600,0,1,0,154,427,14501,0.46,0,0,0,0,0,0,0,0,0,0,0,0
SES_02432,STU_2576,3600,1,1,1,1270,2017,7284,3.12,1,0,0,0,0,0,0,0,0,0,0,0
SES_02433,STU_8609,3600,0,0,0,0,0,11866,0.57,1,0,0,0,0,0,0,0,0,0,0,0
SES_02434,STU_3478,3600,1,1,0,1000,1000,83567,6.01,1,0,0,0,0,0,1,0,0,0,0,1
SES_02435,STU_2370,3600,0,1,0,184,845,13598,2.33,0,0,0,0,0,0,1,0,0,0,0,0
SES_02436,STU_6506,3600,0,1,0,471,714,13983,0.47,1,0,0,0,0,0,1,0,0,0,0,0
SES_02437,STU_4413,3600,0,1,0,190,212,11304,3.46,0,0,0,0,0,0,1,0,0,0,0,0
SES_02438,STU_5773,3600,0,1,0,244,1108,10486,1.92,1,0,0,0,0,0,1,0,0,0,0,0
SES_02439,STU_2687,3600,0,0,0,0,0,18302,24.6,0,0,0,0,0,0,0,0,0,1,0,1
SES_02440,STU_9780,3600,0,1,0,256,478,4445,1.61,1,0,0,0,0,0,0,0,0,1,0,0
SES_02441,STU_2232,3600,0,1,0,671,1044,16823,9.4,1,0,0,0,5,0,0,0,1,0,0,1
SES_02442,STU_8590,3600,0,0,0,0,0,8636,0.43,0,0,0,0,0,0,0,0,1,0,0,0
SES_02443,STU_9395,3600,2,4,1,11998,19658,134443,18.2,3,3,1,0,0,0,0,0,0,0,0,1
SES_02444,STU_1738,3600,0,1,0,419,967,3732,1.31,0,0,0,0,0,0,0,0,0,0,0,0
SES_02445,STU_3087,3600,0,0,0,0,0,7924,1.51,0,0,0,0,0,0,0,0,0,0,0,0
SES_02446,STU_8540,3600,8,10,3,11882,24802,98176,5.15,18,5,5,1,1,0,0,0,0,0,0,1
SES_02447,STU_7057,3600,0,1,0,390,1027,10873,0.99,1,0,0,0,0,0,0,0,0,0,0,0
SES_02448,STU_6598,3600,0,0,0,0,0,2343,1.23,0,0,0,0,0,0,0,0,0,0,0,0
SES_02449,STU_8046,3600,0,1,0,370,1160,11619,1.95,1,0,0,0,0,0,0,0,0,0,0,0
SES_02450,STU_9887,3600,0,0,0,0,0,1691,1.06,0,0,0,0,0,0,0,0,0,0,0,0
SES_02451,STU_7158,3600,1,1,1,1854,2536,3436,1.7,1,0,0,0,0,0,0,0,0,0,0,0
SES_02452,STU_1866,3600,0,0,0,0,0,13139,2.12,0,0,0,0,0,0,0,0,0,0,0,0
SES_02453,STU_9014,3600,0,0,0,0,0,7977,3.1,1,0,0,0,0,0,0,0,0,0,0,0
SES_02454,STU_2646,3600,0,1,0,431,471,56729,17.46,0,7,7,0,0,0,0,0,0,0,0,1
SES_02455,STU_9762,3600,0,0,0,0,0,3356,2.95,1,0,0,0,0,0,0,0,0,0,0,0
SES_02456,STU_9001,3600,0,1,0,347,374,6591,2.96,1,0,0,0,0,0,0,0,0,0,0,0
SES_02457,STU_6019,3600,1,2,1,1526,1678,9545,3.12,1,0,0,0,0,0,0,0,0,0,0,0
SES_02458,STU_7975,3600,0,1,0,193,268,5334,2.08,1,0,0,0,0,0,0,0,0,0,0,0
SES_02459,STU_9132,3600,0,1,0,284,431,10734,0.48,0,0,0,0,0,0,0,0,0,0,0,0
SES_02460,STU_8891,3600,0,0,0,0,0,11364,2.44,0,0,0,0,0,0,0,0,0,0,0,0
SES_02461,STU_9712,3600,1,1,1,1627,2589,13637,3.04,0,0,0,0,0,0,0,0,0,0,0,0
SES_02462,STU_1682,3600,0,1,0,462,1164,1021,3.31,1,0,0,0,0,0,0,0,0,0,0,0
SES_02463,STU_4965,3600,0,0,0,0,0,9888,2.83,0,0,0,0,0,0,0,0,0,0,0,0
SES_02464,STU_9646,3600,15,19,5,4847,15600,143200,12.52,6,2,4,0,0,0,0,0,0,0,0,1
SES_02465,STU_4691,3600,0,1,0,167,212,10085,0.65,0,0,0,0,0,0,0,0,0,0,0,0
SES_02466,STU_6158,3600,0,1,0,500,500,32899,14.06,1,0,0,0,2,0,0,1,0,0,0,1
SES_02467,STU_8210,3600,0,0,0,0,0,8381,3.27,1,0,0,0,0,0,0,1,0,0,0,0
SES_02468,STU_8753,3600,8,11,1,2916,4758,49622,22.76,5,2,2,0,7,0,0,0,1,0,0,1
SES_02469,STU_8347,3600,0,0,0,0,0,9417,1.07,0,0,0,0,0,0,0,0,1,0,0,0
SES_02470,STU_7147,3600,1,1,0,1000,1000,105032,12.18,1,0,0,0,0,0,1,0,0,0,0,1
SES_02471,STU_1146,3600,0,3,0,26003,38519,149166,16.39,0,0,0,0,0,0,0,0,0,0,0,1
SES_02472,STU_6719,3600,2,1,1,1387,1555,6958,1.83,1,0,0,0,0,0,0,0,0,0,0,0
SES_02473,STU_5622,3600,0,1,0,85,281,12598,0.57,0,0,0,0,0,0,0,0,0,0,0,0
SES_02474,STU_4928,3600,0,0,0,0,0,2725,3.25,0,0,0,0,0,0,0,0,0,0,0,0
SES_02475,STU_3452,3600,0,0,0,0,0,3594,1.08,1,0,0,0,0,0,0,0,0,0,0,0
SES_02476,STU_2934,3600,0,1,0,55,351,4919,1.6,0,0,0,0,0,0,0,0,0,0,0,0
SES_02477,STU_7290,3600,0,1,0,235,565,4590,1.24,1,0,0,0,0,0,0,0,0,0,0,0
SES_02478,STU_4014,3600,0,0,0,0,0,112630,13.07,0,0,0,0,0,0,0,0,0,1,0,1
SES_02479,STU_1565,3600,0,1,0,75,157,49987,21.52,10,0,0,0,0,0,0,0,0,0,0,1
SES_02480,STU_8679,3600,0,0,0,0,0,8113,0.64,0,0,0,0,0,0,0,0,0,0,0,0
SES_02481,STU_9703,3600,0,1,0,813,1333,55844,21.55,0,9,6,1,2,0,0,0,0,0,0,1
SES_02482,STU_4848,3600,0,0,0,946,2268,20554,15.83,2,7,8,0,2,0,0,0,0,0,0,1
SES_02483,STU_3963,3600,0,0,0,0,0,4433,2.98,1,0,0,0,0,0,0,0,0,0,0,0
SES_02484,STU_9364,3600,0,0,0,0,0,10591,1.92,0,0,0,0,0,0,0,0,0,0,0,0
SES_02485,STU_6883,3600,0,0,0,0,0,5181,0.33,1,0,0,0,0,0,0,0,0,0,0,0
SES_02486,STU_1428,3600,4,4,1,24983,33024,67224,6.11,8,0,0,0,0,0,0,0,0,0,0,1
SES_02487,STU_3621,3600,0,1,0,371,743,4243,0.5,1,0,0,0,0,0,0,0,0,0,0,0
SES_02488,STU_9720,3600,0,0,0,0,0,109828,22.73,0,0,0,0,0,0,0,0,0,1,0,1
SES_02489,STU_3132,3600,0,0,0,0,0,7577,2.79,0,0,0,0,0,0,0,0,0,1,0,0
SES_02490,STU_7615,3600,1,1,1,1172,2088,5272,1.97,0,0,0,0,0,0,0,0,0,1,0,0
SES_02491,STU_7484,3600,12,13,0,2304,3815,101641,6.91,3,0,1,0,0,0,0,0,0,0,0,1
SES_02492,STU_3734,3600,0,0,1,0,0,90724,8.68,0,0,0,0,0,0,0,0,0,0,1,1
SES_02493,STU_2295,3600,6,8,0,1265,2389,91668,24.48,2,0,0,0,0,0,0,0,0,0,0,1
SES_02494,STU_7403,3600,1,2,1,1490,2359,13251,0.91,1,0,0,0,0,0,0,0,0,0,0,0
SES_02495,STU_1113,3600,0,0,0,0,0,3732,2.78,1,0,0,0,0,0,0,0,0,0,0,0
SES_02496,STU_3060,3600,0,0,0,0,0,10510,1.26,0,0,0,0,0,0,0,0,0,0,0,0
SES_02497,STU_2960,3600,0,0,0,334,476,126057,21.83,9,0,0,0,0,0,0,0,0,0,0,1
SES_02498,STU_3800,3600,4,4,0,5043,8144,42113,22.69,4,1,3,0,0,0,0,0,0,0,0,1
SES_02499,STU_1781,3600,0,0,0,0,0,10789,1.16,0,0,0,0,0,0,0,0,0,0,0,0
SES_02500,STU_4128,3600,0,0,0,0,0,7993,3.02,1,0,0,0,0,0,0,0,0,0,0,0
SES_02501,STU_6213,3600,0,0,0,0,0,1183,2.23,0,0,0,0,0,0,0,0,0,0,0,0
SES_02502,STU_3204,3600,0,0,0,0,0,15964,13.34,1,0,0,0,0,1,0,0,0,0,0,1
SES_02503,STU_8234,3600,0,1,0,129,939,14117,1.12,0,0,0,0,0,1,0,0,0,0,0,0
SES_02504,STU_3207,3600,0,1,0,392,522,10167,2.65,1,0,0,0,0,1,0,0,0,0,0,0
SES_02505,STU_7187,3600,5,5,0,4885,9224,79500,16.48,4,4,9,0,0,0,0,0,0,0,0,1
SES_02506,STU_4394,3600,0,0,0,0,0,101532,21.45,0,0,0,0,0,0,0,0,0,1,0,1
SES_02507,STU_5434,3600,2,1,1,1686,1814,3900,2.34,0,0,0,0,0,0,0,0,0,1,0,0
SES_02508,STU_2798,3600,0,0,0,63,300,148603,19.9,15,0,0,1,0,0,0,0,0,0,0,1
SES_02509,STU_9913,3600,0,0,0,0,0,4266,3.45,1,0,0,0,0,0,0,0,0,0,0,0
SES_02510,STU_2538,3600,0,1,0,438,537,62366,19.58,1,4,8,1,0,0,0,0,0,0,0,1
SES_02511,STU_3011,3600,4,4,1,13202,25603,92976,6.34,9,0,0,0,0,0,0,0,0,0,0,1
SES_02512,STU_2021,3600,0,0,0,0,0,3082,2.5,1,0,0,0,0,0,0,0,0,0,0,0
SES_02513,STU_9072,3600,0,0,0,0,0,8760,1.47,1,0,0,0,0,0,0,0,0,0,0,0
SES_02514,STU_1815,3600,0,0,0,0,0,1883,2.37,0,0,0,0,0,0,0,0,0,0,0,0
SES_02515,STU_9025,3600,0,0,0,0,0,13116,2.39,1,0,0,0,0,0,0,0,0,0,0,0
SES_02516,STU_3264,3600,4,4,1,14967,21716,61681,12.41,5,0,0,1,0,0,0,0,0,0,0,1
SES_02517,STU_9884,3600,1,2,1,1950,2693,7695,1.2,0,0,0,0,0,0,0,0,0,0,0,0
SES_02518,STU_8397,3600,0,1,0,103,963,10816,2.55,1,0,0,0,0,0,0,0,0,0,0,0
SES_02519,STU_2876,3600,0,0,0,0,0,6274,2.9,1,0,0,0,0,0,0,0,0,0,0,0
SES_02520,STU_2639,3600,0,0,1,0,0,102266,11.04,0,0,0,0,1,0,0,0,0,0,1,1
SES_02521,STU_5540,3600,0,0,0,170,1109,77594,8.57,13,0,0,0,0,0,0,0,0,0,0,1
SES_02522,STU_2482,3600,1,1,0,592,1804,131600,7.23,1,0,0,0,6,0,0,0,1,0,0,1
SES_02523,STU_2814,3600,0,1,0,215,437,10353,2.82,1,0,0,0,0,0,0,0,1,0,0,0
SES_02524,STU_9965,3600,0,0,1,0,0,79178,20.15,0,0,0,0,0,0,0,0,0,0,1,1
SES_02525,STU_1274,3600,13,13,4,4883,10103,51256,9.54,7,2,0,0,1,0,0,0,0,0,0,1
SES_02526,STU_2811,3600,0,1,0,445,488,1512,2.02,0,0,0,0,0,0,0,0,0,0,0,0
SES_02527,STU_1334,3600,11,13,5,8627,23362,44889,5.24,13,3,2,0,0,0,0,0,0,0,0,1
SES_02528,STU_2799,3600,1,1,1,894,1312,6186,3.17,0,0,0,0,0,0,0,0,0,0,0,0
SES_02529,STU_1311,3600,1,3,1,1025,1517,11636,0.35,0,0,0,0,0,0,0,0,0,0,0,0
SES_02530,STU_5079,3600,2,2,1,1471,2066,10351,1.88,0,0,0,0,0,0,0,0,0,0,0,0
SES_02531,STU_4209,3600,0,1,0,500,500,63144,13.72,1,0,0,0,2,0,0,1,0,0,0,1
SES_02532,STU_4627,3600,0,1,0,154,481,1210,0.79,0,0,0,0,0,0,0,1,0,0,0,0
SES_02533,STU_7006,3600,0,1,0,500,500,36361,10.99,1,0,0,1,0,0,0,1,0,0,0,1
SES_02534,STU_7399,3600,0,1,0,249,1130,11767,3.25,1,0,0,0,0,0,0,1,0,0,0,0
SES_02535,STU_7717,3600,0,0,0,0,0,5034,1.69,1,0,0,0,0,0,0,1,0,0,0,0
SES_02536,STU_1077,3600,0,1,0,113,454,12135,2.27,0,0,0,0,0,0,0,1,0,0,0,0
SES_02537,STU_9187,3600,0,1,0,9,635,5339,3.07,0,0,0,0,0,0,0,1,0,0,0,0
SES_02538,STU_8602,3600,0,1,0,863,2776,99178,14.91,2,10,6,0,0,0,0,0,0,0,0,1
SES_02539,STU_4356,3600,0,1,0,0,0,12751,2.86,1,0,0,0,0,0,0,0,0,0,0,0
SES_02540,STU_6206,3600,3,2,2,11315,13723,104003,19.6,2,1,3,0,0,0,0,0,0,0,0,1
SES_02541,STU_2698,3600,4,4,1,2719,6875,71293,19.67,5,5,6,1,0,0,0,0,0,0,0,1
SES_02542,STU_7231,3600,1,1,0,1000,1000,103697,22.79,1,0,0,0,1,0,1,0,0,0,0,1
SES_02543,STU_8602,3600,1,1,0,15,71,120183,17.27,1,0,0,0,7,0,0,0,1,0,0,1
SES_02544,STU_3240,3600,0,1,0,180,481,1218,1.83,0,0,0,0,0,0,0,0,1,0,0,0
SES_02545,STU_7054,3600,11,14,3,7478,12930,76319,21.0,20,1,4,0,0,0,0,0,0,0,0,1
SES_02546,STU_9304,3600,0,1,0,359,1179,9131,1.16,0,0,0,0,0,0,0,0,0,0,0,0
SES_02547,STU_2494,3600,0,1,0,500,500,149052,24.18,1,0,0,0,0,0,0,1,0,0,0,1
SES_02548,STU_7876,3600,0,1,0,446,1266,8470,1.42,1,0,0,0,0,0,0,1,0,0,0,0
SES_02549,STU_9391,3600,0,1,0,401,647,14179,0.98,0,0,0,0,0,0,0,1,0,0,0,0
SES_02550,STU_9611,3600,0,1,0,381,1122,8782,0.38,1,0,0,0,0,0,0,1,0,0,0,0
SES_02551,STU_3270,3600,1,1,1,1911,2852,10275,1.34,0,0,0,0,0,0,0,1,0,0,0,0
SES_02552,STU_3981,3600,0,0,0,0,0,12793,17.67,0,0,0,1,2,0,0,0,0,1,0,1
SES_02553,STU_9458,3600,0,0,0,0,0,1039,0.93,0,0,0,0,0,0,0,0,0,1,0,0
SES_02554,STU_1150,3600,0,0,0,0,0,2076,0.95,1,0,0,0,0,0,0,0,0,1,0,0
SES_02555,STU_7027,3600,3,3,0,9975,17059,16033,14.28,3,6,2,0,5,0,0,0,0,0,0,1
SES_02556,STU_8924,3600,0,1,0,50,980,2125,0.86,1,0,0,0,0,0,0,0,0,0,0,0
SES_02557,STU_4084,3600,0,0,0,0,0,13404,3.35,1,0,0,0,0,0,0,0,0,0,0,0
SES_02558,STU_2777,3600,13,13,0,2114,4107,38775,10.46,1,0,0,0,0,0,0,0,0,0,0,1
SES_02559,STU_5315,3600,0,1,0,147,284,13494,0.59,1,0,0,0,0,0,0,0,0,0,0,0
SES_02560,STU_7131,3600,1,1,0,1000,1000,103347,8.15,1,0,0,0,0,0,1,0,0,0,0,1
SES_02561,STU_4760,3600,2,1,1,646,721,3876,2.18,1,0,0,0,0,0,1,0,0,0,0,0
SES_02562,STU_9288,3600,0,1,0,500,500,83675,6.88,1,0,0,0,0,0,0,1,0,0,0,1
SES_02563,STU_8723,3600,0,1,0,701,1054,44488,16.45,1,10,10,0,0,0,0,0,0,0,0,1
SES_02564,STU_7688,3600,1,1,0,1000,1000,107459,16.98,1,0,0,0,1,0,1,0,0,0,0,1
SES_02565,STU_6510,3600,7,9,0,3720,8297,138326,7.03,7,1,1,0,7,0,0,0,1,0,0,1
SES_02566,STU_9612,3600,0,1,0,312,482,4830,2.71,1,0,0,0,0,0,0,0,1,0,0,0
SES_02567,STU_5620,3600,0,0,0,0,0,59590,17.97,0,0,0,0,0,0,0,0,0,1,0,1
SES_02568,STU_2193,3600,0,0,0,486,1223,17090,7.58,8,0,0,0,2,0,0,0,0,0,0,1
SES_02569,STU_9234,3600,0,3,0,34445,41226,104367,7.33,1,0,0,1,0,0,0,0,0,0,0,1
SES_02570,STU_3250,3600,4,7,1,2653,4529,54329,6.45,7,0,0,0,11,0,0,0,1,0,0,1
SES_02571,STU_3716,3600,0,1,0,320,803,2009,1.29,1,0,0,0,0,0,0,0,1,0,0,0
SES_02572,STU_3541,3600,0,0,1,0,0,53326,7.18,0,0,0,0,0,0,0,0,0,0,1,1
SES_02573,STU_2327,3600,0,0,0,0,0,11891,0.76,0,0,0,0,0,0,0,0,0,0,1,0
SES_02574,STU_1567,3600,2,3,1,1345,2261,12700,3.06,0,0,0,0,0,0,0,0,0,0,1,0
SES_02575,STU_6152,3600,0,0,0,0,0,12394,2.94,0,0,0,0,0,0,0,0,0,0,1,0
SES_02576,STU_8042,3600,0,0,1,0,0,50137,18.06,0,0,0,0,0,0,0,0,0,0,1,1
SES_02577,STU_2710,3600,0,0,0,0,0,6782,1.69,0,0,0,0,0,0,0,0,0,0,1,0
SES_02578,STU_8269,3600,0,0,0,0,0,4133,1.2,0,0,0,0,0,0,0,0,0,0,1,0
SES_02579,STU_4787,3600,2,2,1,1816,2737,13015,1.76,1,0,0,0,0,0,0,0,0,0,1,0
SES_02580,STU_8173,3600,0,1,0,169,970,9751,2.37,1,0,0,0,0,0,0,0,0,0,1,0
SES_02581,STU_7112,3600,1,1,0,4706,11133,80128,16.51,1,6,5,0,6,0,0,0,0,0,0,1
SES_02582,STU_4021,3600,0,0,0,0,0,10936,0.37,0,0,0,0,0,0,0,0,0,0,0,0
SES_02583,STU_7265,3600,1,2,0,25164,38955,139640,5.79,0,0,0,0,0,0,0,0,0,0,0,1
SES_02584,STU_6401,3600,5,8,2,3597,7127,18760,24.8,6,0,1,1,11,0,0,0,1,0,0,1
SES_02585,STU_7351,3600,0,5,1,23782,38637,79329,5.31,0,0,0,0,0,0,0,0,0,0,0,1
SES_02586,STU_5087,3600,0,0,0,0,0,4612,1.49,0,0,0,0,0,0,0,0,0,0,0,0
SES_02587,STU_9733,3600,0,1,0,291,699,12640,2.21,1,0,0,0,0,0,0,0,0,0,0,0
SES_02588,STU_3911,3600,0,1,0,305,1186,4160,1.29,0,0,0,0,0,0,0,0,0,0,0,0
SES_02589,STU_6380,3600,1,1,0,1000,1000,18559,16.64,1,0,0,0,0,0,1,0,0,0,0,1
SES_02590,STU_8068,3600,0,1,0,229,1156,1714,2.04,1,0,0,0,0,0,1,0,0,0,0,0
SES_02591,STU_4382,3600,0,1,0,384,534,12322,0.71,1,0,0,0,0,0,1,0,0,0,0,0
SES_02592,STU_5422,3600,2,2,1,3793,6378,12537,13.19,4,5,10,0,2,0,0,0,0,0,0,1
SES_02593,STU_7342,3600,0,0,0,0,0,2963,2.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_02594,STU_6493,3600,0,1,0,489,1370,5971,1.16,1,0,0,0,0,0,0,0,0,0,0,0
SES_02595,STU_1890,3600,0,0,0,167,636,17022,9.0,10,0,0,0,0,0,0,0,0,0,0,1
SES_02596,STU_4718,3600,0,0,0,0,0,12072,3.22,1,0,0,0,0,0,0,0,0,0,0,0
SES_02597,STU_9630,3600,0,1,0,314,731,14866,1.59,1,0,0,0,0,0,0,0,0,0,0,0
SES_02598,STU_6653,3600,0,1,0,49,244,14548,1.89,1,0,0,0,0,0,0,0,0,0,0,0
SES_02599,STU_1804,3600,2,3,1,917,1571,5340,1.33,0,0,0,0,0,0,0,0,0,0,0,0
SES_02600,STU_7904,3600,1,3,1,587,1141,4025,0.56,0,0,0,0,0,0,0,0,0,0,0,0
SES_02601,STU_7958,3600,0,0,0,0,0,7762,0.83,1,0,0,0,0,0,0,0,0,0,0,0
SES_02602,STU_8458,3600,0,0,0,0,0,2250,0.78,1,0,0,0,0,0,0,0,0,0,0,0
SES_02603,STU_3951,3600,4,5,1,3719,6802,84174,8.37,8,0,2,0,11,0,0,0,1,0,0,1
SES_02604,STU_1392,3600,0,0,0,0,0,5124,3.17,1,0,0,0,0,0,0,0,1,0,0,0
SES_02605,STU_7255,3600,1,2,1,17187,31814,40843,7.85,0,0,0,0,0,0,0,0,0,0,0,1
SES_02606,STU_3692,3600,15,20,4,11439,25712,126941,10.07,16,5,4,0,0,0,0,0,0,0,0,1
SES_02607,STU_2059,3600,0,1,0,231,393,4967,3.49,0,0,0,0,0,0,0,0,0,0,0,0
SES_02608,STU_7882,3600,0,1,0,60,597,9681,1.15,1,0,0,0,0,0,0,0,0,0,0,0
SES_02609,STU_3628,3600,0,0,0,906,2095,92953,6.63,0,0,0,0,4,0,0,0,1,0,0,1
SES_02610,STU_8734,3600,0,1,0,151,665,3717,2.5,1,0,0,0,0,0,0,0,1,0,0,0
SES_02611,STU_1257,3600,15,18,5,6357,16004,90955,14.4,15,1,2,0,0,0,0,0,0,0,0,1
SES_02612,STU_1347,3600,1,2,1,759,903,8385,0.7,0,0,0,0,0,0,0,0,0,0,0,0
SES_02613,STU_1200,3600,0,0,0,49,98,51586,10.47,0,5,10,0,0,0,0,0,0,0,0,1
SES_02614,STU_2017,3600,0,1,0,102,587,14533,0.99,1,0,0,0,0,0,0,0,0,0,0,0
SES_02615,STU_2471,3600,0,0,0,0,0,3306,1.04,0,0,0,0,0,0,0,0,0,0,0,0
SES_02616,STU_3753,3600,0,2,0,18772,24614,146601,14.33,0,0,0,1,0,0,0,0,0,0,0,1
SES_02617,STU_5456,3600,0,1,0,425,740,4647,0.95,0,0,0,0,0,0,0,0,0,0,0,0
SES_02618,STU_2206,3600,2,3,2,15403,28463,81057,7.81,2,0,0,0,0,0,0,0,0,0,0,1
SES_02619,STU_5802,3600,0,1,0,238,1181,12436,2.8,0,0,0,0,0,0,0,0,0,0,0,0
SES_02620,STU_8831,3600,8,10,0,1453,3008,100091,21.6,3,1,0,0,1,0,0,0,0,0,0,1
SES_02621,STU_7683,3600,0,1,0,487,891,3188,3.1,1,0,0,0,0,0,0,0,0,0,0,0
SES_02622,STU_7754,3600,0,1,0,202,264,8847,2.0,1,0,0,0,0,0,0,0,0,0,0,0
SES_02623,STU_6855,3600,0,0,0,0,0,5089,1.29,1,0,0,0,0,0,0,0,0,0,0,0
SES_02624,STU_3871,3600,1,2,1,897,1492,1725,2.2,1,0,0,0,0,0,0,0,0,0,0,0
SES_02625,STU_5328,3600,0,1,0,446,997,2574,1.47,1,0,0,0,0,0,0,0,0,0,0,0
SES_02626,STU_6930,3600,3,5,2,19323,30030,54264,12.29,3,0,0,0,0,0,0,0,0,0,0,1
SES_02627,STU_7508,3600,0,0,0,0,0,5619,1.08,1,0,0,0,0,0,0,0,0,0,0,0
SES_02628,STU_9269,3600,1,3,0,18293,26330,21290,10.53,0,0,0,1,1,0,0,0,0,0,0,1
SES_02629,STU_3060,3600,0,0,0,0,0,13109,1.98,1,0,0,0,0,0,0,0,0,0,0,0
